Systematic || Standard	cbf1_dmet6_t0	cbf1_dmet6_t2.5	cbf1_dmet6_t5	cbf1_dmet6_t15	cbf1_dmet6_t30	cbf1_dmet6_t45	cbf1_dmet6_t60	cbf1_dmet6_t90	met31_dmet6_t0	met31_dmet6_t2.5	met31_dmet6_t5	met31_dmet6_t15	met31_dmet6_t30	met31_dmet6_t45	met31_dmet6_t60	met31_dmet6_t90	met32_dmet6_t0	met32_dmet6_t2.5	met32_dmet6_t5	met32_dmet6_t15	met32_dmet6_t30	met32_dmet6_t45	met32_dmet6_t60	met32_dmet6_t90	met28_dmet6_t0	met28_dmet6_t2.5	met28_dmet6_t5	met28_dmet6_t15	met28_dmet6_t30	met28_dmet6_t45	met28_dmet6_t60	met28_dmet6_t90	met4_dmet6_t0	met4_dmet6_t2.5	met4_dmet6_t5	met4_dmet6_t15	met4_dmet6_t30	met4_dmet6_t45	met4_dmet6_t60	met4_dmet6_t90	wt_dmet6_t0	wt_dmet6_t2.5	wt_dmet6_t5	wt_dmet6_t15	wt_dmet6_t30	wt_dmet6_t45	wt_dmet6_t60	wt_dmet6_t90
YPL265W || DIP5	0	-0.040962	-0.171231	0.297514	0.518456	0.702287	0.398994	0.923084	0	0.604785	0.384289	0.327095	0.438051	0.480313	0.40496	0.453688	0	0.016655	0.066188	-0.359879	-0.217634	-0.313161	-0.273485	-0.14516	0	0.034448	-0.20348	0.279439	-0.027531	-0.061345	-0.35973	-0.066636	0	-0.091279	-0.120253	-0.308055	-0.574484	-0.383135	-0.096513	0.857726	0	0	0	0	0	0	0	0
YNR050C || LYS9	0	0.005508	-0.124961	0.010341	0.126906	0.303129	0.304038	0.69551	0	0.301483	0.296215	0.28034	0.231864	0.205838	0.254336	0.345852	0	-0.006574	-0.150795	0.043101	0.006637	-0.090044	-0.051895	0.078613	0	-0.092543	-0.035538	-0.161052	-0.132569	0.016086	0.05397	0.084068	0	0.032692	-0.060079	-0.015133	0.042052	0.024597	-0.059483	0.175695	0	0	0	0	0	0	0	0
YLR304C || ACO1	0	-0.080505	0.037264	0.260736	0.07054	0.247251	0.388762	0.237466	0	0.562157	0.475078	0.254538	0.266703	0.258561	0.314009	0.185387	0	0.012902	0.013377	0.087871	-0.082199	-0.024759	-0.005531	0.000264	0	-0.191216	-0.09607	-0.041787	-0.210349	-0.140583	-0.168562	-0.191125	0	0.01581	0.02167	0.100385	-0.07396	-0.117683	-0.177372	0.086733	0	0	0	0	0	0	0	0
YJR119C || JHD2	0	0.099552	-0.023057	0.058718	0.008163	0.110329	0.088934	0.178376	0	0.066632	0.154901	0.275512	0.215794	0.236437	0.207705	0.348317	0	-0.151778	-0.054924	-0.155767	-0.053324	-0.174442	-0.169667	-0.147787	0	0.007952	0.080699	0.078363	-0.01831	0.074758	0.137965	0.21422	0	0.113255	0.132923	0.055883	-0.009896	-0.08557	-0.034415	0.037397	0	0	0	0	0	0	0	0
YPR030W || CSR2	0	-0.037757	-0.036576	0.208665	0.407345	0.721808	0.812871	0.580799	0	0.8777	0.579074	0.732619	0.670886	0.730194	0.70621	0.988697	0	-0.141757	-0.028443	-0.45562	-0.503167	-0.643923	-0.749651	-0.780736	0	0.188659	0.133952	0.024829	-0.002195	0.061951	0.327211	0.347351	0	0.008629	0.173548	0.318776	-0.165717	-0.706758	-0.744598	-0.144043	0	0	0	0	0	0	0	0
YOR028C || CIN5	0	-0.019141	0.13527	-0.002776	0.089862	0.175031	0.662138	0.560986	0	0.006318	0.929178	0.123252	0.044935	-0.04941	-0.146624	-0.014016	0	-0.298052	0.11111	0.015704	0.042515	-0.038085	0.048201	0.165849	0	-0.102193	0.344278	-0.169503	-0.11362	-0.181357	0.004906	0.0368	0	-0.159494	-0.172486	-0.456951	-0.332352	-0.641461	-0.247751	-0.024115	0	0	0	0	0	0	0	0
YJL148W || RPA34	0	-0.15609	-0.231745	0.0306	0.056351	0.372511	0.398645	0.491763	0	-0.301004	-0.324403	-0.160026	-0.003917	-0.136107	-0.124223	-0.097069	0	-0.444009	-0.45489	-0.078518	0.034835	-0.022755	0.065197	0.1032	0	-0.402941	-0.351145	-0.383503	-0.252685	0.158474	0.127495	0.052592	0	0.106316	0.162136	0.015144	0.140104	0.059995	0.034585	0.086211	0	0	0	0	0	0	0	0
YML043C || RRN11	0	-0.420343	-0.375226	-0.316926	-0.236823	0.279619	0.567258	0.572999	0	-0.259001	-0.458053	-0.312323	-0.067912	-0.140874	-0.009993	-0.013954	0	-0.015133	-0.20403	-0.234627	-0.105633	0.007774	0.077506	0.234082	0	-0.302558	-0.22448	-0.144217	-0.117881	0.254256	0.219776	0.175126	0	-0.1715	-0.151476	-0.31304	-0.289423	-0.084045	0.03565	0.03586	0	0	0	0	0	0	0	0
YAR071W || PHO11	0	0.080642	0.139505	0.156284	0.188124	0.2897	0.365405	0.344965	0	0.061657	0.015284	0.234013	0.080949	0.132713	0.115089	0.283424	0	-0.135131	0.008654	0.221707	0.203374	0.312597	0.197513	0.282466	0	0.011264	0.140015	0.042931	0.356313	0.570855	0.603595	0.543627	0	0.014627	0.049134	0.021939	-0.185222	-0.475981	-0.700918	-0.497489	0	0	0	0	0	0	0	0
YKR061W || KTR2	0	0.012193	-0.001428	0.061267	-0.010218	0.070022	0.12671	0.188013	0	-0.056282	-0.092287	0.011862	0.013819	0.010226	0.01546	0.028758	0	0.062428	0.063764	0.104388	0.194106	0.204732	0.17037	0.191523	0	-0.030012	-0.0501	0.058535	0.175755	0.388205	0.267884	0.25225	0	0.012923	-0.021212	-0.079888	-0.110806	-0.137191	-0.24355	-0.420725	0	0	0	0	0	0	0	0
YNR002C || ATO2	0	-0.067832	-0.270647	0.082467	0.053076	0.215336	0.048497	0.36677	0	0.073984	0.147714	0.151305	0.042837	-0.007822	0.169219	0.141399	0	0.171194	0.188221	0.548906	0.230054	0.240284	0.190215	0.266522	0	0.098714	0.162213	0.357243	0.425686	0.452736	0.254864	0.442435	0	-0.008353	-0.036975	-0.402237	-0.313348	-0.437485	-0.681807	-0.529063	0	0	0	0	0	0	0	0
YOL151W || GRE2	0	-0.009973	0.083302	0.281398	0.381018	0.41542	0.523791	0.377997	0	-0.176233	-0.070177	-0.154937	-0.159005	-0.150637	-0.156335	-0.012091	0	-0.060711	-0.041555	0.488862	0.585971	0.169172	0.576944	0.654296	0	-0.127199	-0.069063	0.236947	0.377209	0.427689	0.568662	0.557827	0	0.03488	-0.066381	-0.012024	-0.178306	-0.361831	-0.47175	-0.337262	0	0	0	0	0	0	0	0
YCR021C || HSP30	0	0.070922	0.03223	-0.330402	0.006771	0.364755	0.63529	0.75435	0	-0.165457	-0.181314	-0.125065	-0.175157	-0.399437	-0.403362	-0.640231	0	0.18943	0.091942	0.606504	0.549077	0.612246	0.675253	0.592708	0	-0.040452	-0.085972	-0.420977	0.02694	0.263608	0.336305	0.412172	0	0.103616	0.071673	0.108117	-0.530761	-0.77838	-0.976718	-0.828431	0	0	0	0	0	0	0	0
YBR291C || CTP1	0	-0.135375	-0.22405	0.010458	0.063882	0.24171	0.275893	0.506029	0	-0.173468	-0.166527	-0.047954	-0.004179	-0.070603	-0.029597	-0.047208	0	0.096151	-0.017637	0.401613	0.078132	0.061838	0.125633	0.180202	0	-0.086995	-0.178026	-0.13491	-0.033566	0.234748	0.194299	0.192658	0	0.012203	0.011341	0.000154	-0.250556	-0.328965	-0.504173	-0.434032	0	0	0	0	0	0	0	0
YGR079W || YGR079W	0	-0.028363	-0.144853	-0.141535	0.059057	0.3852	0.520557	0.592516	0	0.045095	-0.195227	-0.050222	0.037268	-0.00072	-0.007794	0.008634	0	0.167424	0.143021	0.182997	0.089683	0.100226	0.121022	0.124448	0	-0.119985	-0.049383	0.02047	0.097324	0.266505	0.327638	0.273803	0	-0.0547	-0.058487	-0.148645	-0.449418	-0.333704	-0.366806	-0.290088	0	0	0	0	0	0	0	0
YER037W || PHM8	0	0.150136	0.170263	0.097153	0.228936	0.462126	0.634771	0.736987	0	-0.133127	0.1173	0.039976	0.012583	-0.064036	0.024552	0.084288	0	-0.226584	-0.168592	0.107299	0.138615	0.182367	0.192338	0.254295	0	-0.017148	0.135434	0.100542	0.169457	0.276927	0.091525	0.129817	0	0.027209	0.0701	0.105669	0.056418	-0.284215	-0.556323	-0.765346	0	0	0	0	0	0	0	0
YHR215W || PHO12	0	0.039737	0.173943	0.193155	0.605019	0.988086	0.983156	1.22431	0	-0.041845	-0.038052	-0.018527	-0.105099	-0.050844	-0.174318	-0.047202	0	-0.048168	0.143129	0.397579	0.264881	0.414389	0.321202	0.386208	0	0.030098	0.085536	0.062142	0.38114	0.47507	0.494621	0.366667	0	0.010815	0.011399	-0.067163	-0.397865	-0.679621	-0.979047	-0.797931	0	0	0	0	0	0	0	0
YBR093C || PHO5	0	-0.001101	0.083907	0.082706	0.370217	0.685886	1.012389	1.142587	0	-0.030502	0.305932	0.172584	-0.037414	-0.191117	-0.309058	-0.580528	0	0.123029	0.127499	0.508387	0.273311	0.647051	0.429345	0.557499	0	-0.059543	0.003819	-0.206442	0.023968	0.195981	0.157052	0.273381	0	0.019459	-0.091527	-0.185951	-0.366542	-0.682903	-1.053885	-0.815453	0	0	0	0	0	0	0	0
YDR503C || LPP1	0	-0.096584	-0.020004	1.099328	1.595613	1.895443	2.119723	1.746855	0	-0.091	-0.023382	-0.043965	-0.009146	0.027385	0.053665	0.025943	0	0.112255	0.107372	0.224217	0.242115	0.445821	0.543493	0.557955	0	-0.065201	-0.092476	0.059611	0.173697	0.134044	0.278833	0.307505	0	-0.074961	-0.112761	-0.308197	-0.795743	-0.902153	-0.931684	-0.960844	0	0	0	0	0	0	0	0
YDR222W || YDR222W	0	0.035655	-0.044148	0.022216	0.190175	0.591999	0.908928	1.09129	0	-0.101238	-0.171072	-0.140582	-0.10048	-0.057125	-0.072459	-0.062005	0	0.201876	0.16647	0.00651	0.172617	0.213159	0.168271	0.053121	0	0.072675	-0.065871	0.142685	0.114285	0.147415	0.251655	0.346578	0	-0.020612	-0.0602	-0.034375	-0.230278	-0.358826	-0.541619	-0.501869	0	0	0	0	0	0	0	0
YNL141W || AAH1	0	-0.100747	-0.181811	0.077142	0.146671	0.686898	0.859974	1.134375	0	-0.195183	-0.197565	-0.437085	-0.081707	-0.215732	-0.274256	-0.302907	0	0.254752	0.155909	0.357979	0.394913	0.254	0.213536	0.15442	0	0.127367	0.108632	-0.042653	0.203471	0.322409	0.392329	0.315063	0	0.018002	-0.107106	-0.170151	0.019131	-0.264658	-0.508675	-0.552747	0	0	0	0	0	0	0	0
YJL217W || REE1	0	-0.106016	-0.029282	0.116656	0.070082	0.36663	0.529963	0.779524	0	-0.147767	0.004355	-0.002312	0.05636	0.020346	-0.006196	-0.225575	0	0.100161	0.106281	0.127163	0.104364	0.105783	0.071976	0.05407	0	-0.060004	-0.052062	-0.06812	0.091015	0.216076	0.309989	0.231531	0	-0.016722	0.052433	0.097293	0.083258	-0.022288	-0.198712	-0.354796	0	0	0	0	0	0	0	0
YDR380W || ARO10	0	0.096312	0.210161	0.439287	0.58214	0.685084	0.668541	0.811419	0	0.345269	0.262967	0.29855	0.224511	0.286661	0.358434	0.379725	0	-0.030071	0.267378	0.484428	0.272087	0.251876	0.11219	0.315952	0	0.232939	0.347778	0.489311	0.349804	0.322807	0.336748	0.343255	0	0.059762	0.185313	-0.116244	-0.197468	-0.42552	-0.288816	-0.292292	0	0	0	0	0	0	0	0
YDL048C || STP4	0	0.306719	0.410709	0.41194	0.278328	0.538185	0.598197	0.424338	0	0.11069	0.067381	0.165043	0.123485	-0.02354	0.025531	0.035063	0	0.034494	0.107321	0.365363	0.167178	0.157935	0.006307	0.090351	0	0.386385	0.404381	0.372569	0.540769	0.542156	0.626994	0.624337	0	-0.030832	-0.212246	-0.098191	-0.746966	-0.612962	-0.433432	-0.358837	0	0	0	0	0	0	0	0
YGL255W || ZRT1	0	0.027119	0.058734	0.491557	0.571235	0.71922	0.644198	0.942325	0	0.02465	-0.071342	-0.021327	0.072902	0.050136	0.007488	0.083158	0	0.099399	0.102223	-0.502891	-0.149633	-0.299205	-0.287564	-0.390613	0	0.073559	0.121216	0.673447	0.719423	0.520565	0.505123	0.560907	0	-0.053758	-0.112021	-0.233262	-0.504087	-0.664374	-0.878815	-0.951431	0	0	0	0	0	0	0	0
YKL062W || MSN4	0	0.085552	0.260732	0.471933	0.861954	0.852586	0.892294	0.805169	0	0.175578	0.132293	0.36247	0.364513	0.388008	0.442267	0.490731	0	0.046374	0.056159	-0.063728	-0.017954	-0.070285	-0.101192	-0.113098	0	0.12729	0.162737	0.518546	0.809385	0.708346	0.856743	0.800688	0	-0.067662	-0.072337	-0.047044	-0.530189	-0.960972	-0.852522	-0.523471	0	0	0	0	0	0	0	0
YNL112W || DBP2	0	0.194819	0.331077	0.299891	0.434777	0.571275	0.590907	0.94039	0	0.087521	0.253026	-0.060901	0.235798	0.131231	-0.072139	0.058268	0	0.077565	0.103687	0.1282	0.297627	0.004774	0.018925	-0.118049	0	0.20838	0.322717	0.152726	0.384971	0.293096	0.447269	0.410055	0	0.085454	0.041219	-0.09196	0.192594	-0.291023	-0.701213	-0.830298	0	0	0	0	0	0	0	0
YGR044C || RME1	0	0.079028	0.148563	0.266056	0.325619	0.307065	0.47605	0.471599	0	0.040345	0.035379	0.126585	0.20397	0.212292	0.148152	0.153636	0	-0.054526	0.078734	0.027494	0.078964	-0.039367	0.020729	-0.034814	0	-0.024622	0.068014	0.390746	0.457675	0.209174	0.269647	0.315093	0	0.08208	0.091528	0.156886	-0.006563	-0.29553	-0.535979	-0.69469	0	0	0	0	0	0	0	0
YBR203W || COS111	0	-0.081599	0.284057	0.162877	0.121292	0.358229	0.694709	0.39378	0	0.029647	0.141994	0.096976	0.144042	0.126611	0.096767	0.149177	0	0.063001	0.224521	-0.073841	0.151671	0.061726	-0.070422	0.032144	0	0.124036	0.310373	0.31601	0.24794	-0.011051	-0.013158	0.002813	0	-0.143468	-0.0391	0.047709	-0.368185	-0.556799	-0.537113	-0.660349	0	0	0	0	0	0	0	0
YGR182C || YGR182C	0	-0.014011	0.096362	0.150373	0.119554	0.438458	0.799645	0.945272	0	0.188624	0.358824	0.332519	0.228024	0.072399	0.249307	0.12794	0	0.275196	0.219326	-0.179857	0.022571	-0.047514	-0.14717	-0.269867	0	-0.010376	0.063334	-0.046593	0.078166	0.389673	0.237625	0.35518	0	0.048572	0.172813	0.018482	-0.057625	-0.223926	-0.268027	-0.374783	0	0	0	0	0	0	0	0
YHR092C || HXT4	0	0.230035	0.701053	0.744648	0.931233	1.779027	2.111517	1.958938	0	-0.115516	0.209698	0.380472	0.391483	0.460385	0.521863	0.408482	0	0.179169	0.213019	0.647139	0.703998	0.736678	0.501234	0.321571	0	-0.129001	-0.034054	-0.224896	0.128698	0.68538	0.825918	0.862374	0	0.099448	0.179221	0.748396	0.379607	-0.560476	-1.100203	-0.274296	0	0	0	0	0	0	0	0
YDR342C || HXT7	0	0.010114	0.356108	0.396486	0.34575	1.430096	2.145209	1.641055	0	-0.033974	0.003524	-0.079646	-0.116629	0.120018	0.112455	0.234566	0	0.260826	0.252217	0.211331	0.111091	-0.007509	-0.271128	-0.26336	0	0.081379	0.148585	0.040477	0.441169	0.861348	1.118143	1.267318	0	-0.059868	-0.104272	0.140159	-0.155853	-0.958067	-1.164172	0.392605	0	0	0	0	0	0	0	0
YDR343C || HXT6	0	-0.063979	0.291936	0.376452	0.340923	1.323918	2.025697	1.600991	0	-0.075744	-0.038127	-0.07065	-0.082576	0.211716	0.214846	0.2845	0	0.281542	0.270234	0.185506	0.147191	0.043814	-0.187599	-0.149245	0	0.07103	0.107807	0.019017	0.436459	0.844257	1.070761	1.252396	0	-0.040445	-0.072372	0.176312	-0.112566	-0.886096	-1.034018	0.557775	0	0	0	0	0	0	0	0
YDL063C || YDL063C	0	0.008817	-0.224619	0.057636	-0.009518	0.191181	0.243475	0.367663	0	-0.019985	-0.069075	-0.041344	0.17311	-0.007648	-0.130018	-0.006151	0	0.135721	0.093059	0.068506	0.273963	0.121162	0.072347	-0.035232	0	-0.052993	-0.136371	0.022253	0.075708	0.082739	0.218191	0.166752	0	0.080278	0.003402	0.053635	0.028034	0.023496	0.021399	0.026154	0	0	0	0	0	0	0	0
YHR052W || CIC1	0	0.064215	-0.229273	0.088138	-0.120804	0.230845	0.419331	0.387062	0	-0.063226	-0.237643	-0.14069	0.054665	-0.05293	-0.070828	-0.096216	0	0.063889	0.025265	-0.044868	0.098974	0.027876	0.070843	0.063408	0	-0.140928	-0.119575	-0.101609	0.025185	0.330009	0.268705	0.260809	0	0.084882	0.004916	0.054652	-0.11578	-0.014972	-0.038238	-0.100682	0	0	0	0	0	0	0	0
YDR449C || UTP6	0	0.004003	-0.136235	0.058031	0.16119	0.546606	0.758314	0.780005	0	-0.062158	-0.215171	0.023381	0.220545	0.080592	0.163652	0.13291	0	-0.020238	-0.001421	0.023627	0.040193	0.0394	0.018491	0.071506	0	-0.159024	-0.193257	-0.081941	0.151031	0.329444	0.39043	0.450585	0	-0.006635	0.099819	-0.00251	-0.067124	-0.037673	0.023586	-0.124037	0	0	0	0	0	0	0	0
YHR196W || UTP9	0	-0.010906	-0.132342	-0.018542	0.037655	0.430141	0.610055	0.746849	0	-0.119927	-0.236807	-0.100334	0.045287	0.005823	0.092662	0.026198	0	0.047495	-0.078191	0.024381	-0.004325	0.06677	0.085346	0.212734	0	-0.050607	-0.117913	-0.048261	0.039941	0.249442	0.308085	0.39723	0	0.00967	0.143332	-0.163465	-0.189322	-0.168751	-0.052729	-0.141615	0	0	0	0	0	0	0	0
YLR343W || GAS2	0	0.00382	-0.051389	0.081254	0.052256	0.487115	0.654016	0.817402	0	0.01067	0.004128	-0.000744	-0.022536	-0.063853	-0.119597	-0.15112	0	0.14972	0.152038	-0.033063	0.163041	0.189238	0.147555	0.2301	0	-0.035749	-0.068117	-0.124765	0.042387	0.274601	0.370967	0.39358	0	-0.001071	0.071494	0.022042	0.123595	0.096069	0.11317	-0.024437	0	0	0	0	0	0	0	0
YOR315W || SFG1	0	-0.099	0.055316	0.335899	0.542571	0.634513	0.432738	0.537104	0	-0.149835	-0.223052	-0.168407	-0.304949	-0.332686	-0.489548	-0.384594	0	-0.158203	-0.101584	-0.06141	-0.170141	-0.234723	-0.161918	-0.199132	0	-0.179557	-0.170355	-0.04723	0.100309	0.432206	0.33472	0.289229	0	0.078241	-0.055115	-0.041017	-0.324921	-0.291431	-0.343419	0.232236	0	0	0	0	0	0	0	0
YDR216W || ADR1	0	-0.145413	-0.046382	0.341218	0.274302	0.394113	0.450168	0.11035	0	0.017196	-0.181977	-0.104639	-0.057819	-0.208608	-0.261812	-0.242818	0	0.043899	0.065635	-0.09873	0.295025	0.14127	0.053324	0.309253	0	0.007791	-0.111854	0.139782	0.233582	0.111713	0.180629	0.06687	0	0.049462	0.039073	0.129069	0.025975	-0.231352	-0.26517	0.301398	0	0	0	0	0	0	0	0
YOR375C || GDH1	0	0.160373	0.058527	0.194407	0.273244	0.523727	0.636588	0.892178	0	0.136343	-0.079536	0.154368	0.032263	0.001317	-0.11341	0.069952	0	-0.222947	-0.190761	0.310576	-0.184823	-0.397308	-0.172006	-0.110495	0	-0.056341	0.055516	0.080979	0.035168	0.013699	0.32669	0.534759	0	0.073031	0.069967	0.078789	-0.174415	0.012169	0.242129	0.723924	0	0	0	0	0	0	0	0
YER081W || SER3	0	0.077769	0.196842	0.072673	0.239401	1.099661	2.001988	2.367956	0	0.118436	0.251162	0.341775	-0.387712	-0.662982	-1.113691	-1.584959	0	0.010765	0.132645	0.08084	0.028759	0.00369	0.094187	0.045616	0	0.150635	0.294247	0.280879	0.614701	0.823176	1.0641	1.014861	0	0.078737	0.204983	0.18256	0.246376	0.705621	1.272053	0.624355	0	0	0	0	0	0	0	0
YKL148C || SDH1	0	-0.136693	0.023623	0.18243	0.031275	0.367482	0.655568	0.339109	0	-0.021253	-0.150911	-0.039884	-0.019129	-0.04751	-0.064257	-0.111711	0	0.005702	0.00475	-0.104391	-0.036847	-0.03239	-0.157631	-0.093692	0	-0.057644	-0.145847	0.057763	0.157656	0.149799	0.140068	0.155699	0	-0.012791	0.023205	0.108636	0.09386	0.111551	0.110322	0.326712	0	0	0	0	0	0	0	0
YKL009W || MRT4	0	0.019777	-0.062027	0.142596	0.124604	0.354829	0.604779	0.584916	0	-0.159038	-0.166459	-0.098833	0.152119	-0.051749	-0.062905	-0.022514	0	-0.189403	-0.026571	-0.09671	0.113197	-0.057875	0.049298	0.01017	0	-0.256027	-0.274812	-0.189813	-0.106124	-0.077115	0.105149	0.1425	0	0.160585	0.173428	0.151423	0.309016	0.236929	0.25511	0.105078	0	0	0	0	0	0	0	0
YGL187C || COX4	0	-0.06949	-0.182129	0.207889	0.442649	0.811448	0.869532	0.989764	0	-0.168831	-0.0068	0.154035	0.084437	-0.072987	0.014839	-0.019267	0	-0.186302	-0.165987	0.336893	-0.030239	-0.028608	-0.000143	-0.01154	0	-0.15363	-0.205112	-0.138414	-0.001625	0.183752	0.227602	0.11306	0	0.197644	0.253017	0.270395	0.353851	0.353319	0.312913	0.444542	0	0	0	0	0	0	0	0
YER057C || HMF1	0	-0.118006	-0.204477	-0.15674	0.390421	0.923511	1.129138	1.293454	0	-0.224012	-0.092793	-0.036687	-0.079441	-0.279024	-0.180417	-0.211322	0	-0.071726	-0.109317	0.454268	0.023332	0.0086	0.128496	0.203255	0	-0.110836	-0.076573	-0.148479	-0.089933	0.033403	-0.074823	-0.177749	0	-0.013122	0.016866	0.018582	-0.013052	0.045528	0.100688	0.264981	0	0	0	0	0	0	0	0
YAL026C || DRS2	0	0.097036	0.045978	0.409451	0.965595	0.835681	0.538921	0.636392	0	0.1789	0.132745	0.132249	0.02515	-0.086655	-0.110591	-0.134806	0	-0.239444	-0.150192	-0.354267	-0.124772	-0.299418	-0.348465	-0.297445	0	0.094152	0.082859	0.009269	-0.126118	-0.297153	-0.172562	-0.159237	0	-0.050636	-0.029576	0.023089	-0.004197	0.085478	0.1012	0.125344	0	0	0	0	0	0	0	0
YLR149C || YLR149C	0	-0.006511	0.387563	1.356528	1.569933	1.106188	0.749374	0.510681	0	-0.025782	0.003255	0.037614	-0.027058	-0.080627	-0.160697	-0.081075	0	-0.168762	-0.086815	-0.052646	0.038625	-0.05019	-0.14172	-0.198683	0	0.029304	0.300634	0.12205	0.080021	-0.109915	-0.08527	-0.175402	0	0.020355	0.052289	0.321344	0.435492	0.426868	0.500328	0.434001	0	0	0	0	0	0	0	0
YHR099W || TRA1	0	0.11483	0.123261	0.338844	1.493192	1.224151	0.789566	0.579202	0	0.250351	0.084527	0.151582	0.091713	0.015223	-0.019562	0.082567	0	-0.014344	0.05502	-0.121287	0.086717	-0.057708	-0.099996	-0.125135	0	0.038387	-0.006667	-0.193926	-0.158185	-0.228652	-0.125979	-0.179016	0	0.002526	0.20556	0.079545	0.150505	0.193967	0.302768	0.417897	0	0	0	0	0	0	0	0
YER074W-A || YOS1	0	0.020655	-0.200002	0.599814	1.291086	1.259776	1.306646	1.337104	0	-0.051445	0.009286	-0.028703	-0.03464	-0.010361	-0.000528	0.128637	0	-0.099048	-0.118969	0.06289	-0.163027	-0.110114	0.010286	0.003226	0	-0.109597	-0.072594	-0.168298	-0.141923	-0.125368	-0.101401	-0.056382	0	-0.030766	-0.035332	-0.070527	-0.005284	0.252222	0.555962	0.591269	0	0	0	0	0	0	0	0
YIL088C || AVT7	0	0.035316	0.150794	0.42543	1.435015	1.660701	1.488033	1.259695	0	0.044139	0.071204	0.04315	0.042978	-0.046247	0.058563	-0.07958	0	-0.013659	0.016791	0.046757	0.239561	0.232687	0.232945	0.277096	0	-0.03468	0.021654	0.107421	0.187106	0.109491	0.07522	-0.086059	0	-0.023145	-0.002808	0.127876	0.16349	0.374488	0.551769	0.782544	0	0	0	0	0	0	0	0
YNR032C-A || HUB1	0	-0.106552	-0.237599	-0.218834	0.277555	0.642308	1.037212	1.106993	0	-0.124592	0.036158	-0.157407	-0.127506	0.015851	0.138012	0.22185	0	0.005776	-0.043103	-0.180927	-0.241183	-0.09755	-0.008875	-0.075779	0	0.032156	-0.023258	-0.021417	-0.061166	-0.006286	-0.034731	0.052517	0	-0.096286	-0.088644	-0.233788	-0.104108	0.033546	0.218174	0.258049	0	0	0	0	0	0	0	0
YNL259C || ATX1	0	-0.046592	-0.220073	-0.112732	0.773886	0.973431	1.240081	0.947903	0	0.009567	0.108771	-0.176657	-0.089554	0.151536	0.259456	0.354207	0	0.11458	0.005243	-0.171994	-0.412619	-0.238644	-0.060484	-0.064416	0	0.173034	0.11096	0.0785	0.10957	-0.110651	0.041769	0.104737	0	-0.189962	-0.160695	-0.455702	-0.421697	-0.338673	-0.187661	-0.141841	0	0	0	0	0	0	0	0
YJR060W || CBF1	0	-0.147741	2.997666	5.244473	5.366551	5.30565	5.352966	5.163826	0	0.175545	0.053979	-0.080902	-0.078356	-0.030333	0.076297	0.037709	0	0.114409	-0.05739	0.355048	0.050707	0.179042	0.251663	0.281961	0	0.070064	-0.045343	0.124101	0.022305	-0.153805	-0.25958	-0.301787	0	-0.071141	-0.163411	-0.080947	-0.168377	-0.415493	-0.435704	-0.209044	0	0	0	0	0	0	0	0
YDR115W || YDR115W	0	-0.079387	-0.10109	0.692276	0.761463	0.889445	1.246528	1.111118	0	-0.17612	-0.045713	-0.214676	-0.090644	-0.051181	0.009934	0.006365	0	0.198333	0.090531	-0.095	-0.133813	0.000445	-0.072989	-0.036735	0	0.033309	-0.093752	-0.133192	-0.109394	-0.418997	-0.052935	-0.039484	0	-0.161141	-0.151869	-0.282776	-0.177363	-0.204082	-0.077903	-0.103082	0	0	0	0	0	0	0	0
YFR049W || YMR31	0	-0.155196	-0.17762	0.833481	2.211755	2.486395	2.856853	2.606118	0	-0.072521	-0.063453	-0.06345	-0.024503	0.050499	0.090182	0.233556	0	-0.008147	0.048298	-0.29118	-0.271025	-0.364814	-0.270258	-0.239933	0	-0.039793	-0.132839	0.042587	0.025341	0.020637	-0.038406	0.060187	0	-0.072294	-0.067187	-0.112864	-0.141792	-0.153955	-0.097116	-0.067743	0	0	0	0	0	0	0	0
YHR001W-A || QCR10	0	-0.092141	-0.209342	0.626765	1.580007	1.636891	1.798019	1.63248	0	-0.12687	0.024369	0.04551	0.031708	0.032323	0.020553	0.001071	0	0.128436	0.023589	0.521411	-0.267443	0.006878	-0.072148	-0.08952	0	0.112182	0.049861	0.198165	0.231506	-0.171065	0.056894	0.001008	0	0.014438	-0.070206	-0.086256	-0.002273	-0.132885	-0.168561	-0.238658	0	0	0	0	0	0	0	0
YGR230W || BNS1	0	0.099936	0.266647	0.070497	0.630698	0.764863	1.105965	1.230768	0	-0.013716	0.001026	-0.062236	0.042446	-0.01798	-0.076848	-0.070305	0	-0.062714	0.065621	0.187143	-0.087659	-0.074834	-0.037961	-0.131096	0	-0.107339	-0.111357	-0.152708	0.019344	-0.017001	0.120363	0.196239	0	-0.017015	-0.041222	0.000044	-0.032732	-0.141862	-0.209204	-0.362682	0	0	0	0	0	0	0	0
YDR530C || APA2	0	0.094842	0.064413	0.122264	0.5797	0.849279	1.079915	1.264611	0	-0.018636	-0.03052	-0.017887	-0.071276	-0.123236	-0.111638	-0.156193	0	0.098713	0.078628	0.036656	-0.077681	-0.086942	-0.127308	-0.278131	0	0.128574	0.174884	0.14063	0.188302	0.134424	0.096208	0.079644	0	0.042855	-0.05309	0.033005	-0.065671	-0.107768	-0.261565	-0.37902	0	0	0	0	0	0	0	0
